"","Site.Ref","Site.name","Latitude","Longitude"
"78947","61330151","Harvey Line - HL4D",-32.8991799,115.9087966
"78951","61370029","Myalup - ML17MB01",-32.83043195,115.7236741
"78973","61370030","Myalup - ML17MB02",-32.9894897,115.7300949
"78997","61370031","Myalup - ML17MB03",-32.95999289,115.7831194
"79021","61370032","Myalup - ML17MB04",-33.06671779,115.7442221
"79045","61370033","Myalup - ML17MB06",-32.98952028,115.7300951
"79069","61370034","Myalup - ML17PB01",-33.06718766,115.7445311
"79093","61400235","Mandurah - M 3",-32.55914474,115.7877885
"79116","61400236","Mandurah - M 2",-32.53950455,115.7560632
"79136","61400237","Mandurah - M 5",-32.58017807,115.8578736
"79158","61400239","Mandurah - M 12",-32.60578321,115.8013769
"79179","61400240","Mandurah - M 7",-32.55640272,115.8462458
"79199","61400241","Mandurah - M 6",-32.60201862,115.8365393
"79224","61401089","Mandurah - M 11",-32.64188698,115.8540942
"79244","61401396","Mandurah - MH1",-32.53595826,115.7140957
"79280","61402474","Luka Park_Spearwood - SGW2",-32.1074475,115.7921
"79282","61402475","Luka Park_Spearwood - SGW3",-32.10755545,115.7911235
"79284","61402476","Luka Park_Spearwood - SGW4",-32.10694739,115.7907394
"79286","61402477","Luka Park_Spearwood - SGW5",-32.10682852,115.7896281
"79292","61402478","Luka Park_Spearwood - Pipe",-32.10813055,115.7927799
"79294","61402488","Byford Exploratory Drilling - GSWA Byford No 3",-32.20375932,115.9235771
"79296","61402489","Byford Exploratory Drilling - GSWA Byford No 4",-32.22006913,115.8932902
"79300","61402979","Byford Exploratory Drilling - GSWA Byford No 6",-32.24422469,115.8097063
"79302","61403673","Kwinana Dispersion Test - Dispersion Test",-32.23362323,115.7839063
"79322","61403674","Kwinana Dispersion Test - Dispersion Test2",-32.23364107,115.7838848
"79342","61403678","Kwinana Multiport - MPB-1 (PORT 5)",-32.23342304,115.773455
"79343","61403679","Kwinana Multiport - MPB-2 (PORT 5)",-32.23131837,115.772231
"79345","61403681","Kwinana Multiport - MPB-4 (PORT 5)",-32.22715854,115.7739531
"79346","61403683","Nufarm Monitoring_Kwinana - NU 1 S",-32.22951165,115.7710348
"79347","61403685","Nufarm Monitoring_Kwinana - NU 4 S",-32.22918365,115.7725569
"79349","61403686","Nufarm Monitoring_Kwinana - NU 5 S",-32.23100877,115.7728613
"79351","61403687","Nufarm Monitoring_Kwinana - NU 6 S",-32.23141551,115.7738747
"79353","61403688","Nufarm Monitoring_Kwinana - NU 7 S",-32.23337687,115.7724156
"79355","61403689","Nufarm Monitoring_Kwinana - NU 8 S",-32.23328984,115.774603
"79357","61403690","Nufarm Monitoring_Kwinana - NU 9 S",-32.23152431,115.7757942
"79359","61403691","Nufarm Monitoring_Kwinana - NU 10 S",-32.23004574,115.7758777
"79361","61403692","Nufarm Monitoring_Kwinana - NU 11 S",-32.22722541,115.7752681
"79363","61403693","Nufarm Monitoring_Kwinana - NU 12 S",-32.2291078,115.7749669
"79365","61403694","Nufarm Monitoring_Kwinana - NU 3 S",-32.22720447,115.7721802
"79367","61403697","Nufarm Monitoring_Kwinana - NUL 2",-32.23037095,115.7759264
"79369","61403698","NUFARM Monitoring_Kwinana - TI 3 S",-32.23162374,115.7730229
"79371","61403699","NUFARM Monitoring_Kwinana - TI 2 S",-32.23233675,115.7721324
"79373","61403700","NUFARM Monitoring_Kwinana - TI 1S",-32.23304026,115.7721229
"79375","61403701","Nufarm Monitoring_Kwinana - NUL 1",-32.22693946,115.7755479
"79377","61403918","NUFARM Monitoring_Kwinana - TI 1I",-32.23304026,115.7721229
"79379","61403919","NUFARM Monitoring_Kwinana - TI 1D",-32.23304026,115.7721229
"79381","61403920","NUFARM Monitoring_Kwinana - TI 2I",-32.23233664,115.7721218
"79383","61403921","NUFARM Monitoring_Kwinana - TI 2D",-32.23233664,115.7721218
"79385","61403922","NUFARM Monitoring_Kwinana - TI 3I",-32.23161472,115.773023
"79387","61403937","Nufarm Monitoring_Kwinana - NUI D",-32.22952077,115.7710453
"79388","61403938","Nufarm Monitoring_Kwinana - NU 2D",-32.23524218,115.773144
"79389","61403939","Nufarm Monitoring_Kwinana - NU 3D",-32.22720458,115.7721908
"79391","61403940","Nufarm Monitoring_Kwinana - NU 4D",-32.22918365,115.7725569
"79393","61403941","Nufarm Monitoring_Kwinana - NU 5D",-32.23100877,115.7728613
"79395","61403942","Nufarm Monitoring_Kwinana - NU 6D",-32.23142463,115.7738852
"79397","61403943","Nufarm Monitoring_Kwinana - NU 7D",-32.23336785,115.7724157
"79399","61403944","Nufarm Monitoring_Kwinana - NU 8D",-32.23328984,115.774603
"79401","61403945","Nufarm Monitoring_Kwinana - NU 9D",-32.23153344,115.7758046
"79403","61403946","Nufarm Monitoring_Kwinana - NU 10D",-32.23003682,115.7758884
"79405","61403947","Nufarm Monitoring_Kwinana - NU 11D",-32.22721628,115.7752576
"79407","61403948","Nufarm Monitoring_Kwinana - NU 12D",-32.2291078,115.7749669
"79409","61404834","Murray River Catchment_Warnbro - Bore",-32.34480669,115.762157
"79410","61405667","Banksiadale - No 2811 Del Park",-32.64318762,116.0239986
"79413","61405711","Byford Exploratory Drilling - GSWA Byford No 1",-32.21995998,116.0119185
"79418","61405997","Kwinana Multiport - MPB-1 (PORT 1)",-32.23342304,115.773455
"79419","61405998","Kwinana Multiport - MPB-1 (PORT 2)",-32.23342304,115.773455
"79420","61405999","Kwinana Multiport - MPB-1 (PORT 3)",-32.23342304,115.773455
"79421","61406000","Kwinana Multiport - MPB-1 (PORT 4)",-32.23342304,115.773455
"79422","61406001","Kwinana Multiport - MPB-2 (PORT 1)",-32.23131837,115.772231
"79424","61406002","Kwinana Multiport - MPB-2 (PORT 2)",-32.23131837,115.772231
"79426","61406003","Kwinana Multiport - MPB-2 (PORT 3)",-32.23131837,115.772231
"79428","61406004","Kwinana Multiport - MPB-2 (PORT 4)",-32.23131837,115.772231
"79430","61406009","Kwinana Multiport - MPB-4 (PORT 1)",-32.22715854,115.7739531
"79431","61406010","Kwinana Multiport - MPB-4 (PORT 2)",-32.22715854,115.7739531
"79432","61406011","Kwinana Multiport - MPB-4 (PORT 3)",-32.22715854,115.7739531
"79433","61406012","Kwinana Multiport - MPB-4 (PORT 4)",-32.22715854,115.7739531
"79434","61406863","Murray River Catchment_Wuraming - YO 4A",-32.82425314,116.2400995
"79454","61406864","Murray River Catchment_Wuraming - YO 4B",-32.82424412,116.2400996
"79473","61406865","Murray River Catchment_Wuraming - YO 4C",-32.82424412,116.2400996
"79493","61406866","Murray River Catchment_Wuraming - YO 5A",-32.82435428,116.2374492
"79513","61406867","Murray River Catchment_Wuraming - YO 5B",-32.82433624,116.2374493
"79532","61406868","Murray River Catchment_Wuraming - YO 5C",-32.82433624,116.2374493
"79551","61407000","ASS Investigation - Bore 1 (59162)",-32.44783992,115.8132609
"79560","61407001","ASS Investigation - Bore 2 (59163)",-32.44992477,115.8143399
"79567","61407002","ASS Investigation - Bore 1 (59126)",-32.47475186,115.7956691
"79577","61407003","ASS Investigation - Bore 2 (59127)",-32.47339976,115.7948252
"79584","61407004","ASS Investigation - Bore 3 (59130)",-32.47226666,115.7942444
"79588","61407005","ASS Investigation - Bore 4 (59164)",-32.47125101,115.7936833
"79597","61407006","ASS Investigation - Bore 5 (59139)",-32.48378009,115.8050205
"79607","61407007","ASS Investigation - Bore 6 (59140)",-32.48454861,115.8061597
"79612","61407008","ASS Investigation - Bore 7 (59141)",-32.48612607,115.8079481
"79620","61407009","ASS Investigation - Bore 1 (59128)",-32.50495797,115.7888052
"79626","61407010","ASS Investigation - Bore 2 (59129)",-32.50545933,115.7902887
"79635","61407011","ASS Investigation - Bore 3 (59131)",-32.5078308,115.7920773
"79639","61407012","ASS Investigation - Bore 4 (59132)",-32.50653279,115.7912324
"79646","61407014","ASS Investigation - Bore 1 (59135)",-32.49849015,115.8239533
"79651","61407015","ASS Investigation - Bore 2 (59138)",-32.51213052,115.8299396
"79655","61407016","ASS Investigation - Bore 1 (59165)",-32.53631189,115.7962856
"79663","61407017","ASS Investigation - Bore 2 (59166)",-32.53570256,115.7948243
"79671","61407018","ASS Investigation - Bore 1 (59121)",-32.55100727,115.756588
"79683","61407019","ASS Investigation - Bore 2 (59122)",-32.54989606,115.7545905
"79687","61407020","ASS Investigation - Bore 3 (59123)",-32.55312752,115.7750159
"79694","61407021","ASS Investigation - Bore 4 (59124)",-32.55309751,115.7858691
"79698","61407022","ASS Investigation - Bore 5 (59125)",-32.55070503,115.7997359
"79706","61407023","ASS Investigation - Bore 6 (59134)",-32.55011944,115.8017033
"79710","61407024","ASS Investigation - Bore 7 (59167)",-32.55035097,115.7976106
"79719","61407025","ASS Investigation - Bore 9 (59176)",-32.55376364,115.7662739
"79727","61407026","ASS Investigation - Bore 9 (59177)",-32.55010676,115.7530966
"79731","61407027","ASS Investigation - Bore 1 (59168)",-32.5617349,115.7660157
"79739","61407028","ASS Investigation - Bore 2 (59169)",-32.56048381,115.7681311
"79747","61407029","ASS Investigation - Bore 3 (59170)",-32.56248833,115.7646633
"79756","61407030","ASS Investigation - Bore 4 (59171)",-32.56362814,115.7705167
"79764","61407031","ASS Investigation - Bore 1 (59120)",-32.5697826,115.7791251
"79772","61407032","ASS Investigation - Bore 2 (59175)",-32.55973843,115.7814234
"79780","61407033","ASS Investigation - Bore 1 (59118)",-32.57397356,115.7984247
"79791","61407034","ASS Investigation - Bore 2 (59172)",-32.5758774,115.807007
"79799","61407035","ASS Investigation - Bore 3 (59173)",-32.57172508,115.7897088
"79803","61407036","ASS Investigation - Bore 4 (59174)",-32.5780778,115.7881
"79817","61407037","ASS Investigation - Bore 1 (59113)",-32.57903373,115.8012443
"79825","61407038","ASS Investigation - Bore 2 (59117)",-32.5844332,115.7886431
"79835","61407039","ASS Investigation - Bore 1 (59111)",-32.59502295,115.77841
"79843","61407040","ASS Investigation - Bore 2 (59112)",-32.59269502,115.7867099
"79854","61407041","ASS Investigation - Bore 3 (59114)",-32.58851072,115.8065946
"79859","61407042","ASS Investigation - Bore 4 (59115)",-32.58994662,115.7954306
"79869","61407043","ASS Investigation - Bore 5 (59119)",-32.59018355,115.8013409
"79879","61407044","ASS Investigation - Bore 1 (59116)",-32.58192182,115.8195199
"79890","61407045","ASS Investigation - Bore 2 (59186)",-32.58155726,115.8181609
"79895","61407046","ASS Investigation - Bore 1 (59178)",-32.59063996,115.8267575
"79904","61407047","ASS Investigation - Bore 2 (59179)",-32.59103298,115.828276
"79914","61407048","ASS Investigation - Bore 3 (59180)",-32.59004864,115.8300895
"79923","61407049","ASS Investigation - Bore 1 (59182)",-32.59721386,115.8559005
"79931","61407050","ASS Investigation - Bore 2 (59183)",-32.59724324,115.8561559
"79938","61407051","ASS Investigation - Bore 3 (59184)",-32.59804135,115.8596089
"79947","61407052","ASS Investigation - Bore 4 (59185)",-32.59779243,115.8580243
"79955","61407053","ASS Investigation - Bore 1 (59187)",-32.59916282,115.8017861
"79963","61407054","ASS Investigation - Bore 2 (59188)",-32.60067628,115.8015848
"79970","61407055","ASS Investigation - Bore 3 (59189)",-32.60332982,115.8027004
"79974","61407056","ASS Investigation - Bore 1 (59094)",-32.60940163,115.7756997
"79985","61407057","ASS Investigation - Bore 2 (59103)",-32.60896085,115.7804588
"79993","61407058","ASS Investigation - Bore 3 (59104)",-32.6114387,115.7867024
"80001","61407059","ASS Investigation - Bore 4 (59105)",-32.61525939,115.8032237
"80007","61407060","ASS Investigation - Bore 1 (59190)",-32.63683698,115.7725545
"80016","61407061","ASS Investigation - Bore 2 (59191)",-32.63849482,115.7760605
"80021","61407062","ASS Investigation - Bore 10",-32.55053887,115.8012292
"80025","61407063","ASS Investigation - Bore 11",-32.55056008,115.7987261
"80033","61407064","ASS Investigation - Bore 1",-32.54510426,115.7922813
"80037","61407065","ASS Investigation - Bore 12",-32.54984443,115.7557521
"80044","61407066","ASS Investigation - Bore 8",-32.4841253,115.8024298
"80051","61407067","ASS Investigation - Bore 3",-32.44635414,115.8116208
"80060","61407069","ASS Investigation - Bore 1",-32.42704685,115.8131398
"80064","61407070","ASS Investigation - Bore 9",-32.48404079,115.8020797
"80068","61407071","ASS Investigation - Bore 10",-32.48405161,115.7994297
"80075","61407073","ASS Investigation - Bore 1",-32.45701178,115.8006928
"80084","61407075","ASS Investigation - Bore 1",-32.45218231,115.804108
"80093","61407077","ASS Investigation - Bore 1",-32.52286781,115.8110405
"80100","61407078","ASS Investigation - Bore 2",-32.51647872,115.7694877
"80108","61407079","ASS Investigation - Bore 3",-32.5224824,115.7942449
"80115","61407080","ASS Investigation - Bore 3",-32.53562102,115.7938457
"80122","61407081","ASS Investigation - Bore 6",-32.58645634,115.8115868
"80131","61407082","ASS Investigation - Bore 5",-32.56325531,115.7582831
"80135","61407083","ASS Investigation - Bore 2",-32.45190843,115.8028137
"80144","61407085","ASS Investigation - Bore 1",-32.65175986,115.7491819
"80153","61407086","ASS Investigation - Bore 2",-32.65331758,115.7461961
"80161","61407088","ASS Investigation - Bore 1",-32.8170888,115.7352057
"80168","61407090","ASS Investigation - Bore 1",-32.70435849,115.7094559
"80175","61407092","ASS Investigation - Bore 1",-32.51100647,115.8808826
"80184","61407094","ASS Investigation - Bore 1",-32.57017531,115.8106724
"80192","61407096","ASS Investigation - Bore 1",-32.59967361,115.7864028
"80201","61407097","ASS Investigation - Bore 2",-32.65467987,115.6505574
"80210","61407099","ASS Investigation - Bore 1",-32.67393023,115.6557922
"80219","61407100","ASS Investigation - Bore 1",-32.40798424,115.8253838
"80228","61407101","ASS Investigation - Bore 1",-32.53071478,115.7059078
"80232","61407102","ASS Investigation - Bore 2",-32.53224198,115.7088141
"80237","61407103","ASS Investigation - Bore 3",-32.53905666,115.7127737
"80244","61407104","ASS Investigation - Bore 4",-32.52172739,115.7267869
"80251","61407105","ASS Investigation - Bore 5",-32.51674404,115.7362044
"80260","61407106","Hill Top Rise Karrup Upper Floodplain - BORE 2",-32.4110438,115.8188044
"80267","61407107","ASS Investigation - Bore 7",-32.59156233,115.8221851
"80276","61407108","ASS Investigation - Bore 3",-32.58370593,115.8040587
"80279","61407110","ASS Investigation - Bore 1",-32.7868498,116.4226534
"80297","61407116","Murray_Peel GW Investigation - MPL3A",-32.68137867,115.8636065
"80325","61407117","Murray_Peel GW Investigation - MPL3B",-32.68136044,115.8635854
"80353","61407118","Murray_Peel GW Investigation - MPL5A",-32.74933071,115.9107876
"80381","61407122","Perth Shallow GW Systems Investigation - WPSIM01",-32.13324931,115.7652256
"80402","61407125","Artesian Monitoring - AM46D",-32.12838142,115.8686805
"80422","61407126","Artesian Monitoring - AM46E",-32.1284272,115.8686822
"80442","61410005","Dewatering Rockingham - DR22",-32.2754,115.6995
"80447","61410008","Dewatering Rockingham - DR15",-32.28411716,115.7232253
"80451","61410009","Dewatering Rockingham - DR16",-32.28410565,115.7203053
"80455","61410014","Dewatering Rockingham - DR13",-32.2829,115.7329
"80458","61410015","Dewatering Rockingham - DR14",-32.28083156,115.7283788
"80462","61410016","Dewatering Rockingham - DR11B",-32.27404437,115.7351945
"80466","61410017","Dewatering Rockingham - DR11C",-32.27590862,115.7357951
"80470","61410018","Lake Thomson - T380 (O)",-32.35196516,115.7498811
"80517","61410019","Lake Thomson - T380 (I)",-32.35195112,115.7502851
"80555","61410020","Lake Thomson - T280 (O)",-32.29315692,115.7509771
"80607","61410021","Lake Thomson - T280 (I)",-32.29329296,115.750677
"80624","61410022","Lake Thomson - T281",-32.29340023,115.7503777
"80661","61410023","Dewatering Rockingham - DR3B",-32.25989563,115.755625
"80665","61410026","Lake Thomson - T630",-32.49695255,115.7685384
"80728","61410027","Lake Thomson - T530 (O)",-32.43354591,115.7702108
"80804","61410028","Lake Thomson - T530 (I)",-32.43331183,115.7699457
"80850","61410029","Lake Thomson - T480",-32.40621452,115.7629998
"80899","61410030","Lake Thomson - T481",-32.40621174,115.7625879
"80934","61410031","Lake Thomson - T330 (O)",-32.32591701,115.7611605
"80989","61410032","Lake Thomson - T330 (I)",-32.3259023,115.7615006
"81026","61410033","Lake Thomson - T230 (O)",-32.27229317,115.7775065
"81098","61410034","Lake Thomson - T230 (I)",-32.2720291,115.7776326
"81137","61410035","Cockburn Sound Study - CSG6 (DR1A)",-32.24598564,115.7623591
"81191","61410037","Dewatering Rockingham - DR1C",-32.24736387,115.7646061
"81195","61410038","Dewatering Rockingham - DR2A",-32.24955721,115.7712214
"81199","61410039","Cockburn Sound Study - CSG5",-32.2378757,115.762909
"81205","61410046","Cockburn Sound Study - CSG3",-32.2121489,115.7667494
"81250","61410047","Lake Thomson - T580",-32.4662911,115.7878957
"81313","61410048","Lake Thomson - T581",-32.46626752,115.7882578
"81351","61410049","Lake Thomson - T430 (O)",-32.38010083,115.7850885
"81408","61410050","Lake Thomson - T430 (I)",-32.38025211,115.7849867
"81462","61410051","Lakes And Wetlands - Bore - 8282",-32.27716198,115.7871296
"81501","61410052","Lake Thomson - T180 (O)",-32.24113393,115.7910662
"81559","61410053","Lake Thomson - T180 (I)",-32.24114498,115.7912783
"81599","61410055","Kwinana Effluent Mon - CIK1",-32.22825758,115.7793931
"81603","61410056","Kwinana Effluent Mon - C1K2",-32.23065643,115.7811971
"81604","61410058","Lake Thomson - T640",-32.49851963,115.8028548
"81629","61410059","Lake Thomson - T540",-32.43370647,115.8064565
"81689","61410060","Lake Thomson - T490",-32.40623998,115.801514
"81739","61410061","Lake Thomson - T390 (O)",-32.34885575,115.7984335
"81787","61410062","Lake Thomson - T390 (I)",-32.34856693,115.7984161
"81820","61410063","Lake Thomson - T340 (O)",-32.32742005,115.8051906
"81881","61410064","Lake Thomson - T340 (I)",-32.32765136,115.8049832
"81923","61410065","Lake Thomson - T290 (I)",-32.29739456,115.8118473
"81975","61410066","Lakes And Wetlands - Bore - 7525",-32.23168949,115.7976969
"81978","61410067","Lake Thomson - T130 (O)",-32.21409521,115.8058335
"82013","61410068","Lake Thomson - T130 (I)",-32.21439286,115.8058296
"82086","61410069","Lakes And Wetlands - Bore - 610",-32.19751254,115.797945
"82089","61410070","Lake Thomson - T590",-32.46939913,115.8187545
"82124","61410071","Lake Thomson - T440",-32.37961811,115.8191647
"82173","61410072","Lake Thomson - T441",-32.3796815,115.8188727
"82209","61410073","Lake Thomson - T290 (O)",-32.29739124,115.8124527
"82270","61410074","Lake Thomson - T290A",-32.29739004,115.8123253
"82304","61410075","Lake Thomson - T240 (O)",-32.2680576,115.8222419
"82345","61410076","Lake Thomson - T240 (I)",-32.26776897,115.8222456
"82391","61410077","Lake Thomson - T95 (O)",-32.17787025,115.8161049
"82447","61410078","Lake Thomson - T95 (I)",-32.17786835,115.8157662
"82493","61410079","Lake Thomson - T650",-32.49841237,115.8414944
"82532","61410080","Lake Thomson - T400 (O)",-32.34806684,115.839887
"82581","61410081","Lake Thomson - T400 (I)",-32.34835343,115.8398973
"82620","61410082","Lake Thomson - T190 (O)",-32.23461826,115.8339438
"82666","61410083","Lake Thomson - T190 (I)",-32.2347041,115.8342723
"82673","61410084","Lake Thomson - T140 (O)",-32.20806414,115.8432605
"82744","61410085","Lake Thomson - T140 (I)",-32.20774086,115.8432535
"82781","61410086","Jandakot Monitoring - JM41",-32.19575148,115.840877
"82834","61410087","Jandakot Monitoring - JM37",-32.17207456,115.8421389
"82889","61410088","Lake Thomson - T550 (O)",-32.44037428,115.8585364
"82952","61410089","Lake Thomson - T550 (I)",-32.44038675,115.8588772
"82958","61410090","Lake Thomson - T500",-32.40623134,115.8517729
"83022","61410091","Lake Thomson - T450 (O)",-32.37172142,115.8569554
"83083","61410092","Lake Thomson - T450 (I)",-32.37185866,115.8571785
"83120","61410093","Lake Thomson - T350",-32.32358408,115.8576303
"83185","61410094","Lake Thomson - T300",-32.29485051,115.8556994
"83242","61410095","Lake Thomson - T250 (O)",-32.26762155,115.858661
"83310","61410096","Lake Thomson - T250 (I)",-32.26733515,115.8586317
"83361","61410097","Lakes And Wetlands - Bore - 8704",-32.19751386,115.852443
"83362","61410098","Lake Thomson - T100 (O)",-32.18067984,115.8503312
"83418","61410100","Lake Thomson - T100 (I)",-32.18067381,115.8506601
"83461","61410101","Jandakot Aquifer Eval - JE12A",-32.18061028,115.8506185
"83498","61410102","Jandakot Aquifer Eval - JE12B",-32.18061048,115.8506397
"83535","61410103","Jandakot Aquifer Eval - JE12C",-32.18061076,115.8506715
"83594","61410105","Lake Thomson - T600 (O)",-32.46800164,115.8759766
"83628","61410106","Lake Thomson - T600 (I)",-32.46829036,115.8759836
"83688","61410107","Lake Thomson - T200 (O)",-32.23768714,115.8730507
"83748","61410108","Lake Thomson - T200 (I)",-32.23766704,115.872688
"83784","61410109","Jandakot Monitoring - JM42",-32.19292969,115.8682858
"83841","61410110","Jandakot Monitoring - JM38",-32.18033479,115.8731405
"83876","61410111","Jandakot Monitoring - JM49",-32.18037359,115.873143
"83903","61410112","Lake Thomson - T660",-32.49848332,115.8904155
"83928","61410113","Lake Thomson - T560 (O)",-32.44045168,115.8901357
"83972","61410114","Lake Thomson - T560 (I)",-32.44045246,115.8897945
"84014","61410115","Lake Thomson - T510",-32.40574929,115.8888718
"84056","61410116","Lake Thomson - T410",-32.34938412,115.8926845
"84073","61410118","Lake Thomson - T150 (O)",-32.21048757,115.8885407
"84115","61410119","Lake Thomson - T150 (I)",-32.21077038,115.888542
"84153","61410120","Jandakot Monitoring - JM43",-32.19274749,115.8894519
"84188","61410121","Jandakot Monitoring - JM48",-32.19273916,115.889444
"84194","61410122","Lake Thomson - T105 (O)",-32.18034781,115.8878523
"84236","61410123","Lake Thomson - T105 (I)",-32.18034178,115.8881918
"84273","61410124","Jandakot Aquifer Eval - JE13",-32.18015891,115.8893086
"84308","61410127","Lake Thomson - T610",-32.47380741,115.9104357
"84333","61410128","Lake Thomson - T460",-32.3739065,115.9095181
"84357","61410129","Lake Thomson - T360",-32.32217327,115.9075708
"84393","61410130","Lake Thomson - T310",-32.29336941,115.9012682
"84445","61410131","Lake Thomson - T260 (O)",-32.26627731,115.9067835
"84509","61410132","Lake Thomson - T260 (I)",-32.26635885,115.9064593
"84521","61410136","Lake Thomson - T670",-32.49857399,115.9278598
"84580","61410137","Lake Thomson - T210 (O)",-32.23714896,115.9176065
"84625","61410138","Lake Thomson - T210 (I)",-32.2371552,115.9178713
"84662","61410139","Lake Thomson - T160 (O)",-32.21032828,115.9240354
"84728","61410140","Lake Thomson - T160 (I)",-32.21004155,115.9240124
"84771","61410141","Jandakot Monitoring - JM44",-32.19259975,115.9139602
"84823","61410142","Jandakot Monitoring - JM39",-32.18015232,115.9164089
"84876","61410143","Lake Thomson - T570",-32.4404285,115.9396862
"84947","61410144","Lake Thomson - T520 (O)",-32.40447809,115.9421564
"84996","61410145","Lake Thomson - T520 (I)",-32.40447491,115.9425086
"85001","61410146","Lake Thomson - T420",-32.34912108,115.9309846
"85065","61410147","Lake Thomson - T370",-32.32337132,115.9377536
"85141","61410148","Lake Thomson - T320",-32.29514436,115.9454383
"85192","61410149","Lake Thomson - T620",-32.46989674,115.9534616
"85212","61410150","Lake Thomson - T470",-32.38006939,115.9607603
"85276","61410151","Lake Thomson - T270",-32.26873657,115.9531015
"85355","61410152","Lake Thomson - T220",-32.23562721,115.9567719
"85409","61410153","Lake Thomson - T170",-32.20806993,115.9728523
"85477","61410154","Lake Thomson - T120 (O)",-32.18019788,115.9783568
"85521","61410155","Lake Thomson - T120 (I)",-32.18048367,115.9783584
"85558","61410156","Cockburn Sound Study - CSG2",-32.10283452,115.7627834
"85564","61410157","Cockburn Sound Study - CSG1",-32.08033995,115.7557547
"85608","61410160","Mayor Rd Monitoring - MR1A",-32.1278647,115.7830005
"85620","61410161","Mayor Rd Monitoring - MR1B",-32.12782862,115.783001
"85632","61410162","Mayor Rd Monitoring - MR1C",-32.12781058,115.7830012
"85644","61410163","Mayor Rd Monitoring - MR2A",-32.12709048,115.7841027
"85657","61410164","Mayor Rd Monitoring - MR2B",-32.12706342,115.784103
"85670","61410165","Mayor Rd Monitoring - MR2C",-32.12703636,115.7841034
"85685","61410166","Lake Thomson - T35 (O)",-32.10661804,115.7893129
"85720","61410167","Lake Thomson - T35 (I)",-32.10662128,115.789652
"85726","61410168","Lake Thomson - T65 (O)",-32.13886957,115.8102337
"85767","61410169","Lake Thomson - T65 (I)",-32.13886815,115.8105721
"85815","61410171","Lake Thomson - T15(O)",-32.0707,115.8032
"85853","61410172","Lake Thomson - T15 (I)",-32.07038733,115.8032452
"85856","61410176","Bibra Lake Monitoring - BM7D",-32.10576242,115.8219773
"85860","61410177","Bibra Lake Monitoring - BM7C",-32.09918818,115.8221996
"85898","61410178","Bibra Lake Monitoring - BM7B",-32.09920652,115.8222311
"85935","61410179","Bibra Lake Monitoring - BM7A",-32.09921573,115.8222522
"85973","61410180","Bibra Lake Monitoring - BM8A",-32.10041271,115.8200113
"86010","61410181","Bibra Lake Monitoring - BM8C",-32.10044849,115.8199791
"86047","61410182","Bibra Lake Monitoring - BM3A",-32.09077281,115.8291317
"86084","61410183","Bibra Lake Monitoring - BM3B",-32.09075497,115.8291531
"86121","61410184","Bibra Lake Monitoring - BM3C",-32.0907282,115.8291853
"86158","61410185","Bibra Lake Monitoring - BM4C",-32.09018032,115.8313963
"86196","61410186","Bibra Lake Monitoring - BM2C",-32.09081782,115.8184393
"86252","61410187","Bibra Lake Monitoring - BM1A",-32.09115692,115.8209463
"86289","61410188","Bibra Lake Monitoring - BM1C",-32.09118378,115.8209248
"86326","61410189","Bibra Lake Monitoring - BM2A",-32.09084964,115.8183417
"86365","61410190","Bibra Lake Monitoring - BM4A",-32.09018963,115.831428
"86403","61410191","Bibra Lake Monitoring - BM4B",-32.09018904,115.8313644
"86440","61410192","Jandakot Monitoring - JM28",-32.15352703,115.8463565
"86498","61410193","Jandakot Monitoring - JM24",-32.1355706,115.8455581
"86556","61410194","Lake Thomson - T40 (O)",-32.12367282,115.8360469
"86594","61410195","Jandakot Monitoring - JM17",-32.123226,115.8477415
"86641","61410196","Lake Thomson - T40 (I)",-32.12367019,115.8357608
"86683","61410197","Lake Thomson - T40A",-32.12377769,115.8346994
"86695","61410198","Lake Thomson - T40B",-32.12421357,115.8320756
"86707","61410199","Jandakot Monitoring - JM13",-32.11286169,115.8411488
"86774","61410200","Jandakot Monitoring - JM6",-32.09559283,115.8402183
"86810","61410201","Jandakot Monitoring - JM46",-32.09189457,115.8402544
"86813","61410202","Jandakot Monitoring - JM47",-32.09205693,115.8402524
"86819","61410203","Bibra Lake Monitoring - BM5A",-32.09660815,115.836
"86857","61410204","Bibra Lake Monitoring - BM5C",-32.09657336,115.8359882
"86893","61410205","Bibra Lake Monitoring - BM6C",-32.09684356,115.8339819
"86926","61410206","Bibra Lake Monitoring - BM6A",-32.09676258,115.8340041
"86962","61410207","Bibra Lake Monitoring - BM6B",-32.09678944,115.8339826
"87010","61410208","Lake Thomson - T20 (O)",-32.07637656,115.8419973
"87016","61410209","Lake Thomson - T20 (I)",-32.07659449,115.8421535
"87053","61410211","Jandakot Monitoring - JM33",-32.16595558,115.8531998
"87112","61410214","Jandakot Aquifer Eval - JE11C (W)",-32.15729179,115.8556302
"87153","61410215","Jandakot Aquifer Eval - JE11A (E)",-32.15728306,115.8556621
"87193","61410217","Lake Thomson - T70 (O)",-32.14541521,115.8490987
"87196","61410218","Lake Thomson - T70 (I)",-32.14544526,115.849427
"87242","61410219","Jandakot Aquifer Eval - JE6C",-32.14628159,115.8491409
"87250","61410220","Jandakot Aquifer Eval - JE6B",-32.14630865,115.8491405
"87256","61410221","Jandakot Aquifer Eval - JE6A",-32.14633571,115.8491402
"87282","61410222","Jandakot Aquifer Eval - JE7A",-32.14579355,115.849041
